      -109.05298       39.366673
      -108.40960       39.365982
      -107.43095       39.366177
      -107.42876       39.361328
      -107.43059       39.347851
      -107.45094       39.330044
      -107.46297       39.326931
      -107.46609       39.321835
      -107.46529       39.314011
      -107.45164       39.304482
      -107.44483       39.308708
      -107.43857       39.309052
      -107.43933       39.302246
      -107.43581       39.298855
      -107.42117       39.296917
      -107.41257       39.291889
      -107.39703       39.294956
      -107.39652       39.283691
      -107.39349       39.278671
      -107.37935       39.275616
      -107.37718       39.271873
      -107.37985       39.268593
      -107.39146       39.264015
      -107.39439       39.256451
      -107.39441       39.256386
      -107.40039       39.252972
      -107.41230       39.254196
      -107.42004       39.255016
      -107.42301       39.254982
      -107.42478       39.254509
      -107.42594       39.253136
      -107.42584       39.247696
      -107.42638       39.244968
      -107.42752       39.242691
      -107.42983       39.239491
      -107.43392       39.235817
      -107.43627       39.234432
      -107.44452       39.231163
      -107.45515       39.228317
      -107.46166       39.226883
      -107.46523       39.226841
      -107.46819       39.226353
      -107.47058       39.227230
      -107.47417       39.229000
      -107.47599       39.230339
      -107.47839       39.231670
      -107.48077       39.231644
      -107.48253       39.230717
      -107.48370       39.229794
      -107.48543       39.227509
      -107.48836       39.225204
      -107.50013       39.220078
      -107.50951       39.214523
      -107.51775       39.210796
      -107.52361       39.207100
      -107.52416       39.204826
      -107.52350       39.201660
      -107.51925       39.197178
      -107.51982       39.196266
      -107.52158       39.195339
      -107.52754       39.196171
      -107.53050       39.195683
      -107.53462       39.194271
      -107.53694       39.191525
      -107.53982       39.187408
      -107.54092       39.183315
      -107.54144       39.179680
      -107.54314       39.176033
      -107.54546       39.173737
      -107.54781       39.172348
      -107.55016       39.171413
      -107.55315       39.172283
      -107.55973       39.174465
      -107.56332       39.175781
      -107.56808       39.176174
      -107.57871       39.174229
      -107.58227       39.173729
      -107.58577       39.170963
      -107.58864       39.166393
      -107.58915       39.162762
      -107.59029       39.160480
      -107.59263       39.159088
      -107.60324       39.155781
      -107.61089       39.152962
      -107.62498       39.145977
      -107.63375       39.140423
      -107.64133       39.134884
      -107.64774       39.129360
      -107.65296       39.124302
      -107.65642       39.119724
      -107.65871       39.116520
      -107.65925       39.113792
      -107.66037       39.111057
      -107.66269       39.108761
      -107.66444       39.107376
      -107.66913       39.105049
      -107.67383       39.103172
      -107.67672       39.099960
      -107.67723       39.096325
      -107.67535       39.092270
      -107.67587       39.089092
      -107.67760       39.086800
      -107.68053       39.085400
      -107.68584       39.083969
      -107.69119       39.084351
      -107.69711       39.084270
      -107.70242       39.082836
      -107.70710       39.080505
      -107.71120       39.078182
      -107.71290       39.074986
      -107.71465       39.073601
      -107.72455       39.066212
      -107.73684       39.059692
      -107.75729       39.047619
      -107.76547       39.042973
      -107.76723       39.042492
      -107.76963       39.043365
      -107.77512       39.050087
      -107.77877       39.053661
      -107.78479       39.057655
      -107.79019       39.060299
      -107.79914       39.062889
      -107.80869       39.065468
      -107.82304       39.070248
      -107.84098       39.076782
      -107.84577       39.078526
      -107.84874       39.078934
      -107.85466       39.078392
      -107.87344       39.070858
      -107.88873       39.066544
      -107.89813       39.063229
      -107.90996       39.062141
      -107.92714       39.061874
      -107.93188       39.061802
      -107.95549       39.058258
      -107.95904       39.057751
      -107.97507       39.058857
      -107.97862       39.058800
      -107.98098       39.058308
      -107.98390       39.056904
      -107.98909       39.051380
      -107.99432       39.047668
      -108.01005       39.037895
      -108.01881       39.033218
